DEP/REG/ANNEE/SUPER_PLOMBE/SUPER_SANS_PLOMB/GAZOLE/FOD/FOL/GNR/GPL/CARBUREACTEUR/SUPER_ETH_E85
17/75/2016/0.0/103103.0/486892.0/68685.0/2521.0/52017.0/38541.0//736.0
19/75/2016/0.0/31920.0/170624.0/37274.0/2304.0/20638.0/11090.0//181.0
23/75/2016/0.0/15910.0/78960.0/30958.0/688.0/19295.0/7112.0//80.0
24/75/2016/0.0/43899.0/224055.0/69427.0/234.0/36220.0/24182.0//452.0
33/75/2016/0.0/198020.0/864473.0/69027.0/4619.0/89273.0/34417.0//2797.0
40/75/2016/0.0/53978.0/273676.0/21809.0/1692.0/35384.0/29852.0//259.0
47/75/2016/0.0/36512.0/258806.0/82276.0/562.0/67473.0/24273.0//329.0
64/75/2016/0.0/75894.0/315726.0/28038.0/1239.0/41674.0/23078.0//713.0
79/75/2016/0.0/43068.0/294524.0/55475.0/16047.0/48858.0/25020.0//367.0
86/75/2016/0.0/48582.0/283577.0/73028.0/2452.0/54092.0/22238.0//437.0
87/75/2016/0.0/42674.0/201434.0/51184.0/2249.0/30461.0/11855.0//234.0
99/75/2016/0.0/734730.0/3748441.0/626718.0/55081.0/537296.0/273740.0//7045.0
9/76/2016/0.0/15450.0/76439.0/12132.0/1397.0/9440.0/7723.0//105.0
11/76/2016/0.0/46321.0/274742.0/19804.0/446.0/29075.0/10093.0//1027.0
12/76/2016/0.0/27893.0/167415.0/41706.0/0.0/29028.0/9263.0//236.0
30/76/2016/0.0/86592.0/378443.0/51699.0/1011.0/28541.0/17256.0//1157.0
31/76/2016/0.0/151263.0/671743.0/40919.0/502.0/42086.0/23411.0//1992.0
32/76/2016/0.0/18307.0/104154.0/27689.0/150.0/37676.0/15842.0//327.0
34/76/2016/0.0/147475.0/676339.0/105077.0/5216.0/89894.0/19267.0//2007.0
46/76/2016/0.0/23086.0/105114.0/27173.0/8006.0/11708.0/15513.0//100.0
48/76/2016/0.0/8742.0/52728.0/20910.0/1618.0/7434.0/5606.0//105.0
65/76/2016/0.0/25323.0/123913.0/18506.0/335.0/16464.0/11417.0//166.0
66/76/2016/0.0/57576.0/269983.0/20056.0/976.0/18747.0/13232.0//1106.0
81/76/2016/0.0/39861.0/228161.0/42762.0/3958.0/34425.0/12958.0//919.0
82/76/2016/0.0/26068.0/170990.0/23408.0/375.0/21012.0/9906.0//426.0
99/76/2016/0.0/673956.0/3300165.0/451841.0/23992.0/375530.0/171487.0//9673.0
1/84/2016/0.0/87403.0/399199.0/56928.0/14894.0/31266.0/22732.0//392.0
3/84/2016/0.0/41635.0/232894.0/48168.0/46.0/36091.0/14346.0//0.0
7/84/2016/0.0/34171.0/138799.0/38723.0/1818.0/9899.0/13512.0//149.0
15/84/2016/0.0/14396.0/77456.0/24405.0/4953.0/14199.0/9898.0//0.0
26/84/2016/0.0/77883.0/450653.0/73641.0/3404.0/37169.0/18918.0//671.0
38/84/2016/0.0/144123.0/640436.0/107765.0/6717.0/36481.0/37874.0//1159.0
42/84/2016/0.0/75957.0/389445.0/62297.0/20893.0/25599.0/17447.0//878.0
43/84/2016/0.0/23939.0/135054.0/45447.0/287.0/19275.0/8543.0//107.0
63/84/2016/0.0/82242.0/392183.0/77909.0/2886.0/49680.0/17807.0//1483.0
69/84/2016/0.0/184050.0/896383.0/155704.0/7483.0/120108.0/31952.0//1477.0
73/84/2016/0.0/62963.0/342377.0/75148.0/9074.0/26301.0/18442.0//486.0
74/84/2016/0.0/123106.0/480955.0/135536.0/1559.0/33302.0/25745.0//712.0
99/84/2016/0.0/951866.0/4575834.0/901671.0/74014.0/439371.0/237216.0//7513.0
4/93/2016/0.0/23806.0/101835.0/23429.0/628.0/9110.0/10434.0//90.0
5/93/2016/0.0/20505.0/91400.0/28859.0/771.0/8362.0/8278.0//177.0
6/93/2016/0.0/190744.0/447013.0/41913.0/1488.0/9479.0/18287.0//1009.0
13/93/2016/0.0/247363.0/1055263.0/138348.0/34774.0/93411.0/31076.0//3592.0
83/93/2016/0.0/174166.0/571498.0/56896.0/1618.0/21219.0/28849.0//2290.0
84/93/2016/0.0/78737.0/369143.0/56172.0/3540.0/21928.0/16712.0//1540.0
99/93/2016/0.0/735322.0/2636152.0/345619.0/42819.0/163509.0/113637.0//8697.0
99/94/2016/0.0/62088.0/174495.0/13179.0/0.0/5730.0/24423.0//0.0
2A/94/2016/0.0/22411.0/63767.0/5142.0/0.0/3939.0/18595.0//0.0
2B/94/2016/0.0/39677.0/110728.0/8037.0/0.0/1791.0/5827.0//0.0
99/99/2016/0.0//////11257.0//
FR/FR/2016/0.0/7263047.0/34124063.0/6222097.0/404718.0/4115845.0/1780660.0/6477764,8/74469.0
75/11/2017//78596/140111.0/16445.0/0.0/6926.0/917.0//947.0
77/11/2017//183332/736683.0/76188.0/1302.0/53966.0/23008.0//3172.0
78/11/2017//197293/544411.0/65819.0/298.0/17244.0/13554.0//2170.0
91/11/2017//173840/569739.0/46617.0/572.0/16643.0/9608.0//1557.0
92/11/2017//115508/279549.0/118252.0/3927.0/49080.0/2318.0//895.0
93/11/2017//102423/383933.0/30453.0/0.0/54662.0/6671.0//471.0
94/11/2017//119500/438674.0/78732.0/0.0/27163.0/4208.0//884.0
95/11/2017//156700/581121.0/74778.0/0.0/49161.0/10080.0//1992.0
99/11/2017//1127193/3674221.0/507284.0/6099.0/274845.0/70364.0//12090.0
18/24/2017//37167/201089.0/38694.0/27.0/26284.0/12574.0//242.0
28/24/2017//59303/301412.0/51888.0/734.0/40252.0/17877.0//568.0
36/24/2017//27224/154239.0/29799.0/0.0/27192.0/9726.0//136.0
37/24/2017//78503/332016.0/57343.0/640.0/47927.0/18068.0//667.0
41/24/2017//46487/219040.0/41854.0/1123.0/29507.0/17936.0//764.0
45/24/2017//86830/440511.0/131673.0/12529.0/83435.0/24361.0//1203.0
99/24/2017//335513/1648308.0/351251.0/15053.0/254597.0/100542.0//3580.0
21/27/2017//76143/363351.0/74488.0/2260.0/58371.0/12487.0//1160.0
25/27/2017//71755/342389.0/106507.0/1126.0/33862.0/22531.0//407.0
39/27/2017//36451/191970.0/51601.0/1464.0/17790.0/13706.0//294.0
58/27/2017//27734/118758.0/30174.0/1013.0/28229.0/8750.0//24.0
70/27/2017//24148/152380.0/42536.0/2548.0/22024.0/14400.0//98.0
71/27/2017//80028/427896.0/78076.0/10955.0/50609.0/15021.0//620.0
89/27/2017//49888/249072.0/45275.0/430.0/31552.0/14787.0//325.0
90/27/2017//16173/59392.0/14284.0/556.0/5393.0/3556.0//77.0
99/27/2017//382320/1905207.0/442941.0/20352.0/247830.0/105238.0//3005.0
14/28/2017//95335/431600.0/84248.0/3965.0/77403.0/25771.0//895.0
27/28/2017//72142/354950.0/66127.0/1762.0/44992.0/23364.0//1113.0
50/28/2017//60079/310674.0/75565.0/18028.0/64831.0/20412.0//697.0
61/28/2017//28098/169404.0/50708.0/2188.0/36410.0/18044.0//384.0
76/28/2017//139515/693208.0/104330.0/18048.0/93891.0/27341.0//1975.0
99/28/2017//395170/1959836.0/380978.0/43991.0/317527.0/114932.0//5064.0
2/32/2017//52690/306881.0/68331.0/1148.0/49834.0/17611.0//1581.0
59/32/2017//217956/1055707.0/197333.0/2493.0/163223.0/30894.0//6389.0
60/32/2017//88779/442190.0/76114.0/11257.0/53115.0/23967.0//1325.0
62/32/2017//138291/918324.0/104112.0/559.0/104501.0/26077.0//2559.0
80/32/2017//60976/362111.0/76250.0/20667.0/62075.0/18676.0//1307.0
99/32/2017//558691/3085213.0/522141.0/36124.0/432748.0/117225.0//13163.0
8/44/2017//23688/138256.0/38486.0/843.0/27138.0/8193.0//460.0
10/44/2017//35410/201211.0/36358.0/50.0/46851.0/10640.0//748.0
51/44/2017//65042/442908.0/76189.0/4180.0/84640.0/14976.0//1534.0
52/44/2017//25066/166946.0/33172.0/650.0/25510.0/8688.0//312.0
54/44/2017//63522/341039.0/81883.0/1123.0/72930.0/9962.0//412.0
55/44/2017//16517/119183.0/31628.0/2322.0/27663.0/6735.0//211.0
57/44/2017//91257/434000.0/138577.0/8337.0/56594.0/13064.0//897.0
67/44/2017//131795/542990.0/198692.0/1000.0/61371.0/22115.0//1253.0
68/44/2017//98863/413743.0/113062.0/7663.0/37834.0/13998.0//844.0
88/44/2017//42557/231023.0/71706.0/1339.0/34808.0/13525.0//131.0
99/44/2017//593717/3031299.0/819751.0/27507.0/475340.0/121896.0//6801.0
44/52/2017//175148/809175.0/152332.0/3255.0/173189.0/28495.0//1287.0
49/52/2017//83174/452152.0/62670.0/3616.0/54506.0/40754.0//565.0
53/52/2017//29817/204334.0/34528.0/5881.0/47428.0/17468.0//84.0
72/52/2017//76389/378180.0/72596.0/1269.0/46339.0/30453.0//420.0
85/52/2017//101716/556286.0/93152.0/1033.0/96505.0/40881.0//798.0
99/52/2017//466243/2400126.0/415279.0/15054.0/417968.0/158051.0//3155.0
22/53/2017//71483/380879.0/68166.0/6321.0/60637.0/41681.0//742.0
29/53/2017//108768/481169.0/155712.0/2300.0/70408.0/34555.0//766.0
35/53/2017//121942/658137.0/67531.0/4782.0/81660.0/31815.0//1171.0
56/53/2017//94826/462200.0/62686.0/4340.0/52996.0/43230.0//479.0
99/53/2017//397018/1982386.0/354096.0/17743.0/265702.0/151281.0//3158.0
16/75/2017//43808/292824.0/39207.0/10731.0/44337.0/20289.0//569.0
17/75/2017//103294/469459.0/67876.0/2078.0/53172.0/37151.0//933.0
19/75/2017//33984/171871.0/36942.0/1500.0/21714.0/11108.0//205.0
23/75/2017//17279/83296.0/30601.0/644.0/19482.0/7265.0//68.0
24/75/2017//46502/227948.0/70983.0/219.0/37256.0/24080.0//557.0
33/75/2017//207509/871462.0/66214.0/4672.0/82909.0/34105.0//3873.0
40/75/2017//57052/276156.0/21568.0/859.0/38817.0/30517.0//434.0
47/75/2017//38480/255615.0/82326.0/444.0/63549.0/24464.0//465.0
64/75/2017//79223/318056.0/29565.0/748.0/49693.0/23322.0//896.0
79/75/2017//43114/283056.0/55740.0/13980.0/49894.0/25891.0//457.0
86/75/2017//50223/275858.0/75258.0/2720.0/58875.0/24566.0//580.0
87/75/2017//45823/206828.0/51101.0/1400.0/31392.0/12115.0//332.0
99/75/2017//766289/3732430.0/627381.0/39995.0/551092.0/274873.0//9369.0
9/76/2017//16322/78093.0/13453.0/1007.0/9438.0/7721.0//168.0
11/76/2017//48327/268394.0/20693.0/178.0/28275.0/10010.0//1052.0
12/76/2017//28518/165076.0/41143.0/95.0/30487.0/9578.0//287.0
30/76/2017//90039/376940.0/52649.0/1103.0/30843.0/16927.0//1524.0
31/76/2017//159130/668735.0/43070.0/24.0/41812.0/22798.0//2770.0
32/76/2017//18894/105465.0/27785.0/178.0/35690.0/15233.0//317.0
34/76/2017//155270/686337.0/106206.0/1571.0/92399.0/17841.0//2591.0
46/76/2017//24100/104823.0/27706.0/7946.0/11927.0/15995.0//160.0
48/76/2017//9725/50871.0/22565.0/1462.0/7346.0/5721.0//85.0
65/76/2017//26443/125962.0/19970.0/376.0/19117.0/10632.0//211.0
66/76/2017//60532/255643.0/23193.0/1063.0/17074.0/12849.0//1234.0
81/76/2017//39355/178913.0/41839.0/6096.0/33791.0/13753.0//1109.0
82/76/2017//27539/171675.0/24137.0/215.0/21237.0/10056.0//599.0
99/76/2017//704195/3236927.0/464409.0/21314.0/379436.0/169114.0//12106.0
1/84/2017//90897/405342.0/81117.0/7913.0/33067.0/22171.0//642.0
3/84/2017//43278/238932.0/49093.0/285.0/37322.0/13648.0//67.0
7/84/2017//36224/138127.0/39330.0/1905.0/10328.0/13178.0//218.0
15/84/2017//15035/75396.0/26019.0/5386.0/15536.0/10635.0//0.0
26/84/2017//80874/444355.0/70561.0/3910.0/38563.0/18794.0//976.0
38/84/2017//151840/652600.0/115888.0/7461.0/39358.0/38236.0//1441.0
42/84/2017//79098/390336.0/64910.0/14839.0/27521.0/17624.0//1047.0
43/84/2017//25523/136203.0/46794.0/641.0/19181.0/8849.0//124.0
63/84/2017//85732/382205.0/77958.0/2594.0/50681.0/17754.0//1954.0
