iter	Logloss
435	0.2249653701
436	0.2249215006
437	0.224903999
438	0.2248747013
439	0.2248254937
440	0.2247860546
441	0.2247597334
442	0.2247173931
443	0.2246713617
444	0.2246292897
445	0.2245975215
446	0.2245653408
447	0.2245372275
448	0.2245196112
449	0.2244974768
450	0.2244579448
451	0.224431346
452	0.2244007352
453	0.2243733424
454	0.2243371998
455	0.2242969453
456	0.2242738366
457	0.2242245433
458	0.2241947302
459	0.2241583121
460	0.224128081
461	0.2240894316
462	0.2240468909
463	0.2240052662
464	0.2239631219
465	0.2239149395
466	0.2238854785
467	0.2238607954
468	0.2238357394
469	0.2237872534
470	0.2237646567
471	0.2237204192
472	0.2237055837
473	0.2236641358
474	0.2236201895
475	0.2235993278
476	0.2235754543
477	0.2235383032
478	0.2234980389
479	0.2234825162
480	0.2234539311
481	0.2234271755
482	0.2233911335
483	0.2233620471
484	0.2233363962
485	0.2233158893
486	0.2232853684
487	0.2232609096
488	0.2232322997
489	0.2232088234
490	0.2231871632
491	0.2231629466
492	0.2231327104
493	0.2230830272
494	0.2230579929
495	0.2230317507
496	0.2229956233
497	0.2229407402
498	0.2229144744
499	0.2228814598
500	0.2228468586
501	0.2228128334
502	0.2227730105
503	0.2227470114
504	0.222726568
505	0.2226987465
506	0.2226644226
507	0.2226316836
508	0.2225886912
509	0.222563709
510	0.2225400313
511	0.2225139934
512	0.2224986346
513	0.2224728583
514	0.2224508461
515	0.2224247951
516	0.2223864696
517	0.2223588829
518	0.2223101672
519	0.2222730977
520	0.2222510624
521	0.2222283939
522	0.2222005475
523	0.2221605883
524	0.222144201
525	0.2221082879
526	0.2220861864
527	0.2220457518
528	0.2220140798
529	0.2219713079
530	0.221939153
531	0.2219013802
532	0.2218655208
533	0.2218350365
534	0.2217984972
535	0.2217667938
536	0.2217371422
537	0.2216972431
538	0.2216538515
539	0.2216286791
540	0.2216136322
541	0.2215817205
542	0.2215556562
543	0.2215367028
544	0.2215060601
545	0.2214786077
546	0.2214554178
547	0.221426403
548	0.2213900411
549	0.2213669705
550	0.2213413444
551	0.2213167393
552	0.2212841283
553	0.2212518347
554	0.2212064684
555	0.2211752436
556	0.2211335443
557	0.2210836124
558	0.2210504102
559	0.2210061567
560	0.2209658827
561	0.2209508181
562	0.2209278289
563	0.2209137085
564	0.2208837687
565	0.2208499036
566	0.2208278837
567	0.2208022217
568	0.2207634466
569	0.2207238293
570	0.2206818471
571	0.2206578672
572	0.2206096144
573	0.2205745148
574	0.2205483407
575	0.220524202
576	0.2204955671
577	0.2204612055
578	0.2204369304
579	0.2204199508
580	0.2203765642
581	0.2203502545
582	0.2203218203
583	0.2202753118
584	0.2202047466
585	0.2201823001
586	0.2201412431
587	0.2201026314
588	0.2200728981
589	0.220056863
590	0.2200281253
591	0.220001495
592	0.2199803991
593	0.2199557727
594	0.2199431123
595	0.2199063195
596	0.2198741268
597	0.2198572523
598	0.2198285006
599	0.2197959322
600	0.2197583673
601	0.2197358603
602	0.2197234198
603	0.2197038594
604	0.2196874186
605	0.2196669664
606	0.2196402902
607	0.219625007
608	0.2196012125
609	0.2195824271
610	0.2195620169
611	0.2195388315
612	0.2195132259
613	0.2194915983
614	0.2194568497
615	0.219424567
616	0.2194096113
617	0.2193815812
618	0.2193523481
619	0.2193258504
620	0.219299886
621	0.2192615204
622	0.2192180573
623	0.2191884877
624	0.2191560945
625	0.2191271239
626	0.2191062243
627	0.2190742116
628	0.2190431159
629	0.219016392
630	0.2189655412
631	0.2189360042
632	0.2189140897
633	0.218888502
634	0.2188586996
635	0.2188357684
636	0.2188010212
637	0.2187787282
638	0.2187525479
639	0.2187286735
640	0.2186984717
641	0.2186510672
642	0.2186298693
643	0.218608573
644	0.2185914344
645	0.2185780099
646	0.2185429619
647	0.2185278733
648	0.2185073149
649	0.218473571
650	0.2184531825
651	0.2184401154
652	0.2184238123
653	0.2183822203
654	0.2183624553
655	0.21834702
656	0.2183249164
657	0.2182843463
658	0.2182576367
659	0.2182328212
660	0.2181969492
661	0.2181677089
662	0.2181421962
663	0.2181264466
664	0.2180978111
665	0.2180753509
666	0.2180456075
667	0.2180155104
668	0.2180032119
669	0.2179814636
670	0.2179529305
671	0.2179164771
672	0.2178788615
673	0.2178616139
674	0.2178468165
675	0.2178262466
676	0.2178057295
677	0.2177910856
678	0.2177759775
679	0.217751255
680	0.21772189
681	0.2176897296
682	0.2176663879
683	0.2176532457
684	0.2176323827
685	0.2176131586
686	0.2175854902
687	0.2175678787
688	0.2175412129
689	0.2175152575
690	0.2174859957
691	0.2174576193
692	0.2174331741
693	0.217410323
694	0.2173881015
695	0.2173663435
696	0.2173402097
697	0.2173214829
698	0.2173019717
699	0.2172723258
700	0.2172386212
701	0.2172083026
702	0.2171966952
703	0.2171716829
704	0.2171438445
705	0.2171264085
706	0.2171062728
707	0.2170812169
708	0.2170566666
709	0.2170352514
710	0.2170089066
711	0.2169949012
712	0.216963934
713	0.2169428163
714	0.2169140729
715	0.2168875069
716	0.2168634326
717	0.2168150953
718	0.2167967957
719	0.2167746582
720	0.2167516942
721	0.2167253165
722	0.2167059165
723	0.2166871741
724	0.216652948
725	0.2166175322
726	0.2166017671
727	0.2165799077
728	0.21656918
729	0.2165318082
730	0.2164917888
731	0.2164524799
732	0.2164284509
733	0.2164059173
734	0.2163800444
735	0.2163499832
736	0.216313305
737	0.2162915457
738	0.2162758952
739	0.2162426118
740	0.2162219018
741	0.2162005126
742	0.216189337
743	0.2161623756
744	0.216142025
745	0.2161224039
746	0.2161024796
747	0.2160805637
748	0.2160622812
749	0.2160408835
750	0.2160250986
751	0.2159916849
752	0.2159577239
753	0.215927748
754	0.2159081071
755	0.2158863445
756	0.2158670217
757	0.2158438046
758	0.215818885
759	0.2158007746
760	0.2157712445
761	0.2157574451
762	0.2157288539
763	0.2157033056
764	0.215679915
765	0.2156506185
766	0.215617508
767	0.2156004571
768	0.2155684002
769	0.2155407671
770	0.2155110551
771	0.2154796283
772	0.2154545164
773	0.2154327878
774	0.2154071422
775	0.2153921465
776	0.215355578
777	0.2153343018
778	0.2153094525
779	0.2152838319
780	0.2152619992
781	0.2152316496
782	0.2151962908
783	0.2151776536
784	0.2151414296
785	0.2151049112
786	0.2150669119
787	0.2150433741
788	0.2150208984
789	0.2149979104
790	0.2149711727
791	0.2149552062
792	0.2149167318
793	0.2148675473
794	0.2148445445
795	0.2148187344
796	0.2147893669
797	0.214749815
798	0.2147350859
799	0.2147210831
800	0.214700026
801	0.214683142
802	0.2146739919
803	0.2146578567
804	0.2146381563
805	0.2146210098
806	0.2146043416
807	0.2145805953
808	0.2145539381
809	0.2145364727
810	0.214530214
811	0.2145089568
812	0.2144860535
813	0.2144644423
814	0.2144315572
815	0.2144071642
816	0.2143782872
817	0.2143503872
818	0.2143339065
819	0.2143175291
820	0.2142768152
821	0.2142628625
822	0.2142351109
823	0.2142091819
824	0.2141958079
825	0.2141707036
826	0.2141461463
827	0.2141087607
828	0.2140830294
829	0.2140707863
830	0.214037787
831	0.214009321
832	0.2139933609
833	0.2139780314
834	0.2139484014
835	0.2139191291
836	0.2138984857
837	0.2138589792
838	0.2138332009
839	0.2138080709
840	0.213794833
841	0.2137756565
842	0.2137598002
843	0.2137430607
844	0.2137212797
845	0.2137021901
846	0.2136756608
847	0.2136598407
848	0.2136408603
849	0.2136107404
850	0.2135758355
851	0.2135622448
852	0.2135249426
853	0.2135131922
854	0.2134958868
855	0.2134696183
856	0.2134337863
857	0.2134048821
858	0.2133705081
859	0.2133566361
860	0.2133376889
861	0.2133256293
862	0.2133004698
863	0.2132831081
864	0.2132613817
865	0.21324983
866	0.213229301
867	0.21320746
868	0.2131845559
869	0.2131570281
870	0.2131465459
871	0.2131230557
872	0.2131047168
873	0.2130834261
874	0.2130607655
875	0.2130443955
876	0.2130194529
877	0.2130002254
878	0.2129789377
879	0.2129469755
880	0.2129290506
881	0.2129115038
882	0.212872843
883	0.2128514529
884	0.2128242396
885	0.2128143603
886	0.2127892217
887	0.2127563769
888	0.2127384386
889	0.212707254
890	0.2126942858
891	0.2126673991
892	0.2126592943
893	0.2126278317
894	0.2125974135
895	0.2125832019
896	0.2125506961
897	0.2125346802
898	0.2125010453
899	0.2124767013
900	0.2124461519
901	0.212417106
902	0.2123915277
903	0.2123649305
904	0.2123244921
905	0.2123002693
906	0.2122787884
907	0.2122558666
908	0.2122357932
909	0.2122131733
910	0.2121906062
911	0.2121573066
912	0.2121516552
913	0.212133881
914	0.2121159665
915	0.2120843421
916	0.2120707367
917	0.212057405
918	0.2120325741
919	0.2120118403
920	0.2119772572
921	0.2119580743
922	0.2119269278
923	0.2119006936
924	0.2118805598
925	0.211856361
926	0.2118336301
927	0.2117933145
928	0.2117711951
929	0.211744273
930	0.211733076
931	0.2117184923
932	0.2117019462
933	0.2116639481
934	0.2116330253
935	0.2116207483
936	0.211601188
937	0.2115836821
938	0.211551141
939	0.2115272938
940	0.2115120941
941	0.2114987242
942	0.2114604888
943	0.2114504036
944	0.2114317727
945	0.2114198079
946	0.2114030621
947	0.2113763651
948	0.2113660887
949	0.2113363864
950	0.211319488
951	0.2113040742
952	0.2112739306
953	0.2112389398
954	0.2112238495
955	0.2112022785
956	0.2111865913
957	0.2111680091
958	0.211141252
959	0.2111243162
960	0.211102577
961	0.2110819693
962	0.2110643222
963	0.2110237361
964	0.2110093542
965	0.2109858921
966	0.2109718265
967	0.2109461076
968	0.2109283785
969	0.2109064098
970	0.2108936815
971	0.2108812543
972	0.2108659631
973	0.2108600702
974	0.2108367826
975	0.2108181582
976	0.2107904992
977	0.2107725601
978	0.2107606693
979	0.2107405314
980	0.2107247133
981	0.2107027362
982	0.2106816188
983	0.2106514595
984	0.2106256093
985	0.2106047712
986	0.2105926557
987	0.2105724869
988	0.210554591
989	0.2105363841
990	0.2105053285
991	0.2104912847
992	0.21047626
993	0.2104670541
994	0.2104524223
995	0.2104297018
996	0.2104084057
997	0.2103976244
998	0.2103711163
999	0.2103557164
