iter	Passed	Remaining
642	14082	7818
643	14096	7792
644	14110	7766
645	14124	7739
646	14139	7714
647	14152	7687
648	14166	7661
649	14180	7635
650	14208	7616
651	14232	7596
652	14247	7570
653	14260	7544
654	14274	7518
655	14287	7492
656	14303	7467
657	14324	7445
658	14351	7426
659	14374	7405
660	14390	7380
661	14404	7354
662	14431	7335
663	14452	7313
664	14469	7289
665	14483	7263
666	14498	7238
667	14512	7212
668	14529	7188
669	14543	7163
670	14557	7137
671	14571	7112
672	14586	7087
673	14600	7061
674	14626	7042
675	14648	7020
676	14663	6996
677	14677	6970
678	14691	6945
679	14704	6919
680	14721	6895
681	14735	6870
682	14749	6845
683	14763	6820
684	14776	6795
685	14801	6775
686	14818	6751
687	14842	6730
688	14878	6715
689	14899	6693
690	14922	6673
691	14946	6652
692	14963	6629
693	14979	6604
694	14993	6579
695	15007	6554
696	15021	6530
697	15037	6506
698	15062	6486
699	15086	6465
700	15105	6443
701	15120	6418
702	15133	6393
703	15147	6368
704	15166	6346
705	15192	6326
706	15215	6305
707	15240	6285
708	15254	6260
709	15276	6239
710	15301	6219
711	15322	6197
712	15337	6173
713	15351	6149
714	15364	6124
715	15378	6099
716	15392	6075
717	15408	6051
718	15422	6027
719	15436	6003
720	15452	5979
721	15470	5956
722	15496	5937
723	15517	5915
724	15534	5892
725	15553	5869
726	15581	5851
727	15611	5832
728	15633	5811
729	15647	5787
730	15661	5763
731	15676	5739
732	15690	5715
733	15712	5694
734	15736	5673
735	15755	5651
736	15769	5627
737	15785	5604
738	15799	5579
739	15812	5555
740	15826	5531
741	15839	5507
742	15853	5483
743	15866	5459
744	15880	5435
745	15894	5411
746	15918	5391
747	15942	5370
748	15960	5348
749	15981	5327
750	15998	5304
751	16015	5281
752	16039	5261
753	16057	5239
754	16084	5219
755	16113	5200
756	16156	5186
757	16179	5165
758	16193	5141
759	16207	5118
760	16221	5094
761	16234	5070
762	16248	5047
763	16266	5024
764	16279	5001
765	16293	4977
766	16307	4953
767	16325	4931
768	16349	4911
769	16380	4892
770	16411	4874
771	16429	4852
772	16447	4829
773	16464	4807
774	16489	4787
775	16506	4764
776	16525	4742
777	16543	4720
778	16567	4700
779	16603	4683
780	16650	4669
781	16678	4649
782	16699	4627
783	16717	4605
784	16734	4583
785	16750	4560
786	16764	4537
787	16783	4515
788	16800	4492
789	16822	4471
790	16848	4451
791	16871	4430
792	16888	4408
793	16903	4385
794	16919	4362
795	16933	4339
796	16948	4316
797	16962	4293
798	16976	4270
799	16995	4248
800	17022	4229
801	17049	4209
802	17069	4187
803	17084	4164
804	17100	4142
805	17113	4119
806	17130	4096
807	17179	4082
808	17209	4062
809	17238	4043
810	17284	4028
811	17309	4007
812	17323	3984
813	17337	3961
814	17351	3938
815	17365	3915
816	17379	3892
817	17400	3871
818	17420	3849
819	17497	3840
820	17540	3824
821	17573	3805
822	17598	3784
823	17622	3764
824	17643	3742
825	17678	3724
826	17693	3701
827	17720	3681
828	17756	3662
829	17782	3642
830	17808	3621
831	17825	3599
832	17839	3576
833	17853	3553
834	17867	3530
835	17887	3508
836	17902	3486
837	17916	3463
838	17942	3443
839	17963	3421
840	17978	3399
841	17992	3376
842	18006	3353
843	18019	3330
844	18035	3308
845	18049	3285
846	18063	3262
847	18077	3240
848	18094	3218
849	18113	3196
850	18131	3174
851	18151	3153
852	18185	3133
853	18213	3113
854	18233	3092
855	18251	3070
856	18273	3049
857	18299	3028
858	18321	3007
859	18335	2984
860	18349	2962
861	18374	2941
862	18396	2920
863	18411	2898
864	18425	2875
865	18442	2853
866	18459	2831
867	18476	2809
868	18493	2787
869	18511	2766
870	18529	2744
871	18559	2724
872	18591	2704
873	18611	2683
874	18634	2662
875	18652	2640
876	18669	2618
877	18685	2596
878	18703	2574
879	18720	2552
880	18737	2530
881	18763	2510
882	18802	2491
883	18843	2472
884	18867	2451
885	18885	2429
886	18902	2408
887	18919	2386
888	18936	2364
889	18953	2342
890	18983	2322
891	19013	2302
892	19038	2281
893	19053	2259
894	19069	2237
895	19083	2215
896	19107	2194
897	19122	2172
898	19138	2150
899	19152	2128
900	19166	2105
901	19180	2083
902	19208	2063
903	19235	2042
904	19255	2021
905	19270	1999
906	19295	1978
907	19323	1957
908	19355	1937
909	19384	1917
910	19422	1897
911	19444	1876
912	19458	1854
913	19472	1832
914	19486	1810
915	19500	1788
916	19514	1766
917	19528	1744
918	19542	1722
919	19556	1700
920	19570	1678
921	19590	1657
922	19614	1636
923	19635	1615
924	19650	1593
925	19667	1571
926	19681	1549
927	19695	1528
928	19710	1506
929	19724	1484
930	19741	1463
931	19758	1441
932	19774	1420
933	19800	1399
934	19838	1379
935	19868	1358
936	19897	1337
937	19919	1316
938	19936	1295
939	19951	1273
940	19968	1251
941	19982	1230
942	19998	1208
943	20026	1187
944	20045	1166
945	20062	1145
946	20078	1123
947	20096	1102
948	20110	1080
949	20123	1059
950	20137	1037
951	20151	1016
952	20165	994
953	20179	973
954	20193	951
955	20221	930
956	20270	910
957	20300	890
958	20319	868
959	20333	847
960	20347	825
961	20361	804
962	20377	782
963	20393	761
964	20407	740
965	20424	718
966	20450	697
967	20470	676
968	20486	655
969	20500	634
970	20514	612
971	20534	591
972	20547	570
973	20561	548
974	20575	527
975	20588	506
976	20602	485
977	20630	464
978	20662	443
979	20696	422
980	20712	401
981	20726	379
982	20740	358
983	20755	337
984	20771	316
985	20785	295
986	20799	273
987	20813	252
988	20830	231
989	20862	210
990	20881	189
991	20897	168
992	20911	147
993	20925	126
994	20939	105
995	20953	84
996	20973	63
997	20987	42
998	21008	21
999	21024	0
